Time,Vrms,Irms,Temperature,Vibration
2026-06-21 12:08:19,294.91,33.70,60.24,0.93
2026-06-21 12:08:20,288.59,34.40,60.69,0.99
2026-06-21 12:08:23,285.61,34.75,61.36,1.42
2026-06-21 12:08:25,278.42,35.69,62.55,0.83
2026-06-21 12:08:27,283.54,35.03,60.24,1.37
2026-06-21 12:08:31,278.69,35.70,62.06,1.02
2026-06-21 12:08:35,295.36,33.68,59.61,0.96
2026-06-21 12:08:38,280.42,35.46,63.09,1.17
2026-06-21 12:08:41,285.52,34.77,59.80,0.98
2026-06-21 12:08:45,295.56,33.64,59.37,0.63
2026-06-21 12:08:49,269.66,36.85,66.05,0.78
2026-06-21 12:08:53,288.86,34.38,61.29,1.49
2026-06-21 12:08:57,285.95,34.73,62.56,0.83
2026-06-21 12:09:00,279.06,35.61,62.83,1.07
2026-06-21 12:09:03,288.82,34.39,59.05,0.95
2026-06-21 12:09:07,277.89,35.74,62.82,0.96
2026-06-21 12:09:09,277.55,35.76,63.90,0.85
2026-06-21 12:09:14,284.61,34.91,62.44,1.07
2026-06-21 12:09:18,289.41,34.30,61.85,0.88
2026-06-21 12:09:22,288.33,34.42,59.11,0.98
2026-06-21 12:09:25,283.60,35.00,61.44,0.83
2026-06-21 12:09:28,289.39,34.30,63.31,1.30
2026-06-21 12:09:32,284.76,34.87,61.36,1.07
2026-06-21 12:09:37,282.08,35.22,61.64,1.19
2026-06-21 12:09:41,291.20,34.13,61.89,0.65
2026-06-21 12:09:46,286.69,34.63,61.85,1.02
2026-06-21 12:09:51,291.66,34.06,60.72,1.03
2026-06-21 12:09:55,289.12,34.32,60.73,1.15
2026-06-21 12:09:59,271.13,36.64,65.18,0.94
2026-06-21 12:10:03,287.30,34.56,58.90,1.10
2026-06-21 12:10:07,292.83,33.96,59.33,0.94
2026-06-21 12:10:11,271.39,36.63,62.49,1.18
2026-06-21 12:10:14,288.01,34.48,59.38,1.00
2026-06-21 12:10:17,275.49,36.03,63.52,0.71
2026-06-21 12:10:19,269.07,36.89,66.02,0.86
2026-06-21 12:10:23,269.31,36.87,66.16,0.75
2026-06-21 12:10:26,297.02,33.44,58.97,1.12
2026-06-21 12:10:30,293.26,33.92,58.45,1.03
2026-06-21 12:10:33,278.85,35.64,63.17,0.61
2026-06-21 12:10:37,276.55,35.93,64.99,1.23
2026-06-21 12:10:41,293.43,33.88,59.05,0.80
2026-06-21 12:10:45,280.08,35.51,63.08,0.85
2026-06-21 12:10:49,273.68,36.30,65.38,1.13
2026-06-21 12:10:52,286.12,34.71,59.81,1.13
2026-06-21 12:10:55,268.70,36.92,64.61,0.56
2026-06-21 12:10:58,270.69,36.72,65.38,1.24
2026-06-21 12:11:02,273.37,36.35,63.41,0.91
2026-06-21 12:11:06,295.35,33.68,59.21,1.23
2026-06-21 12:11:09,281.47,35.32,60.33,1.25
2026-06-21 12:11:13,281.77,35.26,61.84,0.58
2026-06-21 12:11:16,278.27,35.73,63.55,1.07
2026-06-21 12:11:20,292.15,34.03,59.00,0.82
2026-06-21 12:11:23,272.30,36.51,64.18,0.96
2026-06-21 12:11:27,296.92,33.46,59.50,1.00
2026-06-21 12:11:30,280.71,35.43,63.60,1.14
2026-06-21 12:11:34,277.12,35.86,61.45,1.04
2026-06-21 12:11:37,269.48,36.84,66.06,1.18
2026-06-21 12:11:41,268.91,36.90,67.10,0.78
2026-06-21 12:11:44,295.99,33.56,58.67,0.87
2026-06-21 12:11:48,282.54,35.14,63.28,0.89
2026-06-21 12:11:51,285.07,34.85,61.22,1.13
2026-06-21 12:11:55,272.98,36.40,64.61,0.94
2026-06-21 12:11:58,270.36,36.75,66.24,1.10
2026-06-21 12:12:03,269.82,36.81,65.69,1.07
2026-06-21 12:12:07,283.17,35.05,62.48,0.90
2026-06-21 12:12:11,275.24,36.05,65.81,1.02
2026-06-21 12:12:15,283.81,34.99,61.17,0.91
2026-06-21 12:12:20,293.51,33.87,59.37,0.82
2026-06-21 12:12:24,273.17,36.37,64.83,1.01
2026-06-21 12:12:29,274.29,36.21,62.57,1.07
2026-06-21 12:12:33,286.25,34.69,60.46,1.05
2026-06-21 12:12:36,271.95,36.56,64.26,1.11
2026-06-21 12:12:41,270.99,36.65,64.43,0.80
2026-06-21 12:12:45,281.89,35.23,62.86,1.00
2026-06-21 12:12:50,288.34,34.43,60.68,1.04
2026-06-21 12:12:54,284.31,34.93,60.49,1.09
2026-06-21 12:12:58,281.60,35.31,62.03,0.87
2026-06-21 12:13:02,285.90,34.73,60.32,0.79
2026-06-21 12:13:06,273.27,36.36,64.42,0.65
2026-06-21 12:13:10,285.41,34.81,62.42,0.89
2026-06-21 12:13:14,270.70,36.71,64.66,0.85
2026-06-21 12:13:18,290.57,34.19,61.24,0.88
2026-06-21 12:13:21,269.76,36.83,64.04,0.89
2026-06-21 12:13:25,276.61,35.90,62.38,1.01
2026-06-21 12:13:29,275.69,36.01,65.67,1.13
2026-06-21 12:13:33,274.94,36.10,63.75,0.88
2026-06-21 12:13:37,281.19,35.35,61.60,1.22
2026-06-21 12:13:41,277.26,35.83,64.48,1.25
2026-06-21 12:13:45,282.68,35.13,61.44,1.11
2026-06-21 12:13:49,268.85,36.93,66.77,1.19
2026-06-21 12:13:53,276.10,35.96,64.09,1.24
2026-06-21 12:13:56,281.87,35.28,63.13,0.72
2026-06-21 12:14:00,269.30,36.89,64.05,1.04
2026-06-21 12:14:04,284.58,34.90,60.37,1.07
2026-06-21 12:14:07,278.60,35.67,64.59,1.03
2026-06-21 12:14:11,273.30,36.42,65.03,1.29
2026-06-21 12:14:15,271.75,36.57,65.13,1.02
2026-06-21 12:14:18,272.87,36.42,64.55,1.17
2026-06-21 12:14:23,288.30,34.43,59.80,1.17
2026-06-21 12:14:27,272.81,36.42,65.85,0.87
2026-06-21 12:14:31,273.53,36.29,64.68,0.99
2026-06-21 12:14:35,273.07,36.41,66.21,0.55
2026-06-21 12:14:39,276.03,35.97,62.95,0.94
2026-06-21 12:14:43,288.61,34.42,62.17,1.25
2026-06-21 12:14:49,277.62,35.78,64.11,1.09
2026-06-21 12:14:54,276.58,35.94,64.01,0.96
2026-06-21 12:15:00,278.03,35.74,63.02,0.92
2026-06-21 12:15:06,285.60,34.77,61.18,1.00
2026-06-21 12:15:11,270.75,36.71,64.21,0.79
2026-06-21 12:15:17,279.71,35.51,62.78,0.85
2026-06-21 12:15:22,279.55,35.56,63.68,0.77
2026-06-21 12:15:28,283.49,35.04,60.55,1.02
2026-06-21 12:15:33,280.67,35.42,63.32,0.78
2026-06-21 12:15:38,279.33,35.57,62.82,1.28
2026-06-21 12:15:44,277.32,35.82,62.96,0.95
2026-06-21 12:15:50,289.04,34.37,61.88,0.90
2026-06-21 12:15:55,291.99,34.05,59.59,1.23
2026-06-21 12:16:01,276.10,35.96,63.95,1.36
2026-06-21 12:16:06,287.10,34.59,61.16,0.83
2026-06-21 12:16:12,293.06,33.90,59.12,1.13
2026-06-21 12:16:25,268.98,36.91,66.67,0.79
2026-06-21 12:16:33,286.52,34.67,60.51,0.94
2026-06-21 12:16:38,268.91,36.90,66.23,1.20
2026-06-21 12:16:43,272.53,36.49,64.15,1.19
2026-06-21 12:16:49,293.70,33.85,60.18,1.12
2026-06-21 12:16:53,275.79,35.99,62.45,0.96
2026-06-21 12:16:57,281.54,35.31,62.51,1.18
2026-06-21 12:17:01,276.85,35.90,64.32,1.04
2026-06-21 12:17:06,269.58,36.83,65.36,1.02
2026-06-21 12:17:12,288.20,34.45,60.54,1.15
2026-06-21 12:17:19,290.44,34.19,60.26,0.85
2026-06-21 12:17:25,271.52,36.60,63.23,0.61
2026-06-21 12:17:29,269.50,36.84,65.56,0.61
2026-06-21 12:17:34,294.19,33.80,59.18,1.06
2026-06-21 12:17:38,272.81,36.42,65.86,1.07
2026-06-21 12:17:42,282.58,35.15,63.12,1.41
2026-06-21 12:17:46,281.63,35.30,62.14,1.21
2026-06-21 12:17:51,289.58,34.30,58.80,0.98
2026-06-21 12:17:56,278.44,35.71,63.40,0.78
2026-06-21 12:18:02,293.07,33.92,58.84,1.19
2026-06-21 12:18:06,284.35,34.91,62.21,1.12
2026-06-21 12:18:11,284.71,34.89,59.54,1.07
2026-06-21 12:18:15,274.98,36.11,63.36,1.00
2026-06-21 12:18:19,290.02,34.25,61.89,0.99
2026-06-21 12:18:24,280.65,35.44,61.63,0.85
2026-06-21 12:18:29,295.15,33.71,59.81,1.12
2026-06-21 12:18:33,290.83,34.17,62.92,1.18
2026-06-21 12:18:37,277.42,35.82,65.40,0.51
2026-06-21 12:18:41,283.97,34.99,61.70,1.04
2026-06-21 12:18:45,294.41,33.77,59.75,0.56
2026-06-21 12:18:49,280.19,35.45,63.13,0.99
2026-06-21 12:18:54,278.49,35.70,62.47,1.11
2026-06-21 12:18:58,285.24,34.81,59.70,0.94
2026-06-21 12:19:02,288.77,34.40,59.47,1.10
2026-06-21 12:19:06,281.13,35.37,62.28,0.89
2026-06-21 12:19:10,272.10,36.52,66.19,0.96
2026-06-21 12:19:14,278.55,35.68,64.71,1.36
2026-06-21 12:19:18,270.53,36.69,65.06,0.88
2026-06-21 12:19:21,273.70,36.31,63.69,0.79
2026-06-21 12:19:25,285.97,34.74,62.16,1.03
2026-06-21 12:19:28,279.36,35.59,64.13,1.05
2026-06-21 12:19:32,296.80,33.47,59.45,1.10
2026-06-21 12:19:36,282.36,35.18,61.72,0.89
2026-06-21 12:19:40,282.33,35.19,61.35,0.90
2026-06-21 12:19:44,291.66,34.04,59.25,0.86
2026-06-21 12:19:52,278.81,35.67,64.63,1.21
2026-06-21 12:19:57,273.57,36.27,65.15,1.11
2026-06-21 12:20:01,274.11,36.24,63.67,1.17
2026-06-21 12:20:05,294.06,33.81,59.92,0.83
2026-06-21 12:20:09,289.35,34.30,59.84,0.74
2026-06-21 12:20:13,281.59,35.31,63.51,0.95
2026-06-21 12:20:17,279.42,35.55,63.07,1.24
2026-06-21 12:20:21,284.63,34.90,61.82,1.49
2026-06-21 12:20:24,274.91,36.11,63.19,1.22
2026-06-21 12:20:35,292.49,33.99,59.67,1.06
2026-06-21 12:20:53,276.16,35.93,63.34,1.11
2026-06-21 12:20:57,271.35,36.66,63.40,0.78
2026-06-21 12:21:01,271.97,36.58,64.85,0.99
2026-06-21 12:21:05,274.93,36.11,66.35,0.74
2026-06-21 12:21:09,293.97,33.83,59.25,1.00
2026-06-21 12:21:13,279.82,35.49,62.48,1.24
2026-06-21 12:21:16,288.83,34.36,60.63,1.20
2026-06-21 12:21:20,277.03,35.88,62.99,1.02
2026-06-21 12:21:27,297.08,33.43,58.91,0.94
2026-06-21 12:21:32,287.61,34.52,62.09,0.96
2026-06-21 12:21:35,288.02,34.48,59.91,1.02
2026-06-21 12:21:40,292.16,34.00,58.03,1.04
2026-06-21 12:21:44,288.03,34.46,60.22,1.16
2026-06-21 12:21:48,272.10,36.53,66.57,0.80
2026-06-21 12:21:52,274.44,36.19,64.61,1.25
2026-06-21 12:21:58,278.91,35.63,63.90,1.23
2026-06-21 12:22:04,285.11,34.82,60.92,0.73
2026-06-21 12:22:09,282.59,35.15,62.43,0.85
2026-06-21 12:22:14,281.29,35.30,62.04,0.91
2026-06-21 12:22:20,277.59,35.79,64.24,1.23
2026-06-21 12:22:25,290.40,34.20,59.95,1.13
2026-06-21 12:22:31,288.97,34.36,62.34,1.05
2026-06-21 12:22:36,291.78,34.05,60.81,1.08
2026-06-21 12:22:41,280.46,35.48,62.08,0.65
2026-06-21 12:22:45,289.68,34.28,59.60,1.09
2026-06-21 12:22:49,268.87,36.91,65.08,1.17
2026-06-21 12:22:54,271.38,36.63,65.12,0.81
2026-06-21 12:22:59,273.34,36.35,64.51,0.80
2026-06-21 12:23:04,271.63,36.65,65.82,0.71
2026-06-21 12:23:08,270.82,36.68,63.21,0.67
2026-06-21 12:23:13,268.81,36.92,66.21,0.91
2026-06-21 12:23:18,281.67,35.27,63.05,0.83
2026-06-21 12:23:23,275.56,36.02,64.62,0.99
2026-06-21 12:23:27,279.48,35.54,62.27,0.83
2026-06-21 12:23:33,284.70,34.89,62.54,0.95
2026-06-21 12:23:37,285.82,34.73,60.21,0.77
2026-06-21 12:23:43,281.43,35.34,63.52,1.25
2026-06-21 12:23:46,275.63,36.03,63.63,0.93
2026-06-21 12:23:51,276.49,35.90,64.60,1.19
2026-06-21 12:23:57,294.47,33.76,59.14,0.81
2026-06-21 12:24:02,289.08,34.34,62.12,0.84
2026-06-21 12:24:06,293.18,33.88,59.62,0.98
2026-06-21 12:24:11,285.20,34.80,62.22,1.11
2026-06-21 12:24:15,276.78,35.92,63.43,1.07
2026-06-21 12:24:20,290.26,34.23,60.33,1.12
2026-06-21 12:24:24,278.96,35.60,62.35,0.89
2026-06-21 12:24:29,291.59,34.08,60.83,0.99
2026-06-21 12:24:34,286.02,34.70,61.81,0.90
2026-06-21 12:24:39,272.45,36.50,66.48,1.19
2026-06-21 12:24:43,285.56,34.79,61.19,1.39
2026-06-21 12:24:48,282.82,35.12,62.31,1.07
2026-06-21 12:24:54,269.46,36.84,65.94,1.07
2026-06-21 12:24:58,279.80,35.49,65.49,1.18
2026-06-21 12:25:03,291.63,34.10,58.67,0.68
2026-06-21 12:25:08,274.88,36.12,63.33,1.20
2026-06-21 12:25:12,276.00,35.98,62.31,1.40
2026-06-21 12:25:16,270.77,36.73,67.29,1.07
2026-06-21 12:25:21,280.02,35.50,61.78,1.01
2026-06-21 12:25:25,280.41,35.47,61.23,1.00
2026-06-21 12:25:30,280.78,35.43,61.93,1.08
2026-06-21 12:25:35,296.26,33.55,58.19,1.02
2026-06-21 12:25:40,286.85,34.63,61.41,0.93
2026-06-21 12:25:44,292.73,33.97,60.54,1.12
2026-06-21 12:25:48,277.37,35.83,64.20,1.20
2026-06-21 12:25:52,272.52,36.45,64.90,0.91
2026-06-21 12:25:57,285.24,34.82,62.61,0.76
2026-06-21 12:26:02,286.75,34.63,62.02,1.17
2026-06-21 12:26:06,290.02,34.24,59.97,0.97
2026-06-21 12:26:12,284.66,34.89,59.07,0.91
2026-06-21 12:26:16,278.60,35.69,65.66,0.71
2026-06-21 12:26:22,286.03,34.71,60.76,0.81
2026-06-21 12:26:25,291.06,34.14,58.05,0.98
2026-06-21 12:26:30,289.36,34.30,60.83,1.01
2026-06-21 12:26:34,270.66,36.72,67.07,1.02
2026-06-21 12:26:39,293.22,33.91,59.74,1.28
2026-06-21 12:26:44,283.97,34.97,62.07,0.81
2026-06-21 12:26:48,270.38,36.76,65.95,0.92
2026-06-21 12:26:53,294.36,33.78,58.54,0.79
2026-06-21 12:26:58,289.88,34.25,60.55,1.17
2026-06-21 12:27:02,280.44,35.46,62.81,1.07
2026-06-21 12:27:07,268.88,36.90,66.18,1.03
2026-06-21 12:27:12,270.77,36.73,65.56,0.87
2026-06-21 12:27:17,269.55,36.83,65.34,1.04
2026-06-21 12:27:21,275.72,36.00,64.69,0.68
2026-06-21 12:27:26,294.45,33.76,58.49,1.33
2026-06-21 12:27:31,280.12,35.46,62.57,0.97
2026-06-21 12:27:35,274.30,36.21,64.67,1.10
2026-06-21 12:27:40,291.92,34.05,59.60,1.00
2026-06-21 12:27:45,285.40,34.78,61.26,0.88
2026-06-21 12:27:49,274.23,36.22,63.79,1.26
2026-06-21 12:27:54,282.33,35.19,63.05,1.46
2026-06-21 12:27:58,281.30,35.35,63.98,0.79
2026-06-21 12:28:04,271.71,36.60,63.97,0.99
2026-06-21 12:28:09,296.40,33.52,58.94,0.93
2026-06-21 12:28:13,291.78,34.05,58.47,1.13
2026-06-21 12:28:18,290.28,34.20,58.74,1.23
2026-06-21 12:28:23,281.76,35.28,62.73,0.82
2026-06-21 12:28:27,283.61,35.00,62.07,1.03
2026-06-21 12:28:32,273.01,36.40,64.12,0.97
2026-06-21 12:28:37,297.05,33.46,60.23,1.17
2026-06-21 12:28:42,274.90,36.12,62.17,0.92
2026-06-21 12:28:47,292.21,34.01,59.69,1.10
2026-06-21 12:28:52,278.09,35.70,64.37,1.09
2026-06-21 12:28:56,275.47,36.04,64.92,1.09
2026-06-21 12:29:02,291.30,34.12,60.04,0.67
2026-06-21 12:29:06,270.87,36.72,63.34,0.89
2026-06-21 12:29:11,279.52,35.55,62.87,1.38
2026-06-21 12:29:16,280.91,35.39,61.96,1.12
2026-06-21 12:29:20,292.29,33.99,60.21,1.05
2026-06-21 12:29:25,289.80,34.26,59.60,0.76
2026-06-21 12:29:30,292.27,34.01,59.28,1.16
2026-06-21 12:29:35,296.60,33.49,60.24,0.82
2026-06-21 12:29:39,269.24,36.88,65.12,1.02
2026-06-21 12:29:44,272.00,36.56,66.32,0.85
2026-06-21 12:29:49,277.32,35.82,62.38,0.66
2026-06-21 12:29:54,275.03,36.08,62.32,0.57
2026-06-21 12:29:59,282.10,35.20,63.55,1.24
2026-06-21 12:30:04,296.98,33.44,58.59,1.16
2026-06-21 12:30:09,270.78,36.72,67.00,1.32
2026-06-21 12:30:13,275.03,36.09,62.66,1.01
2026-06-21 12:30:18,291.67,34.04,61.00,1.35
2026-06-21 12:30:23,291.64,34.10,60.72,0.93
2026-06-21 12:30:28,285.19,34.82,60.49,1.25
2026-06-21 12:30:33,275.16,36.07,63.90,1.08
2026-06-21 12:30:38,269.87,36.79,64.74,0.84
2026-06-21 12:30:43,277.86,35.76,64.95,1.25
2026-06-21 12:30:48,284.73,34.88,60.16,0.53
2026-06-21 12:30:54,285.84,34.74,62.34,0.89
2026-06-21 12:31:00,273.85,36.29,64.71,0.56
2026-06-21 12:31:05,274.00,36.26,66.46,0.99
2026-06-21 12:31:10,272.73,36.44,64.09,1.12
2026-06-21 12:31:15,270.37,36.75,66.83,0.86
2026-06-21 12:31:21,290.29,34.23,60.19,0.95
2026-06-21 12:31:25,282.39,35.19,63.42,1.04
2026-06-21 12:31:30,269.88,36.82,65.63,0.97
2026-06-21 12:31:36,274.32,36.21,64.76,0.96
2026-06-21 12:31:42,295.38,33.68,57.91,1.12
2026-06-21 12:31:47,277.46,35.81,62.01,1.02
2026-06-21 12:31:51,275.73,36.00,62.71,0.80
2026-06-21 12:31:57,273.34,36.35,62.89,1.09
2026-06-21 12:32:01,270.43,36.74,63.71,0.97
2026-06-21 12:32:07,291.70,34.07,59.91,0.92
2026-06-21 12:32:12,295.82,33.62,59.52,1.12
2026-06-21 12:32:17,285.82,34.75,61.75,0.73
2026-06-21 12:32:21,290.46,34.21,58.95,0.98
2026-06-21 12:32:26,292.25,34.02,61.64,0.99
2026-06-21 12:32:31,269.63,36.82,66.24,1.07
2026-06-21 12:32:35,280.65,35.41,63.86,0.77
2026-06-21 12:32:40,274.09,36.24,65.09,0.77
2026-06-21 12:32:44,272.98,36.41,65.96,1.34
2026-06-21 12:32:49,289.85,34.26,61.84,1.05
2026-06-21 12:32:54,293.68,33.89,58.68,1.19
2026-06-21 12:32:58,273.48,36.32,63.39,0.98
2026-06-21 12:33:04,290.11,34.23,62.04,0.82
2026-06-21 12:33:09,272.12,36.55,64.46,1.16
2026-06-21 12:33:14,291.06,34.14,61.47,0.56
2026-06-21 12:33:18,277.83,35.74,63.74,0.84
2026-06-21 12:33:23,290.32,34.19,60.68,0.79
2026-06-21 12:33:28,282.11,35.20,59.35,0.58
2026-06-21 12:33:32,282.21,35.20,63.29,0.67
2026-06-21 12:33:35,275.40,36.04,64.47,0.88
2026-06-21 12:33:38,282.11,35.20,64.36,0.72
2026-06-21 12:33:49,275.12,36.06,64.23,1.06
2026-06-21 12:34:03,281.83,35.25,62.56,0.95
2026-06-21 12:34:08,294.64,33.74,58.57,1.05
2026-06-21 12:34:12,278.08,35.71,63.86,1.44
2026-06-21 12:34:16,294.06,33.81,59.98,1.03
2026-06-21 12:34:19,282.54,35.14,61.35,0.97
2026-06-21 12:34:21,277.04,35.88,64.04,0.68
2026-06-21 12:34:25,273.68,36.27,64.72,1.38
2026-06-21 12:34:28,293.82,33.85,58.65,0.65
2026-06-21 12:34:31,281.68,35.26,63.30,0.90
2026-06-21 12:34:35,289.92,34.25,59.89,0.97
2026-06-21 12:34:39,275.27,36.04,63.99,0.90
2026-06-21 12:34:43,270.88,36.69,64.03,1.12
2026-06-21 12:34:46,285.18,34.82,63.51,0.87
2026-06-21 12:34:49,276.10,35.97,63.94,0.78
2026-06-21 12:34:53,276.54,35.89,61.41,0.61
2026-06-21 12:34:56,295.63,33.62,60.22,1.20
2026-06-21 12:35:00,293.26,33.92,59.33,0.85
2026-06-21 12:35:05,279.76,35.53,64.98,0.82
2026-06-21 12:35:09,268.74,36.93,65.44,0.87
2026-06-21 12:35:12,277.17,35.87,64.30,1.06
2026-06-21 12:35:17,295.05,33.65,58.29,0.83
2026-06-21 12:35:20,289.74,34.28,59.47,1.09
2026-06-21 12:35:24,273.80,36.29,64.25,1.11
2026-06-21 12:35:27,274.84,36.14,64.32,0.95
2026-06-21 12:35:32,285.88,34.76,60.08,0.95
2026-06-21 12:35:36,280.42,35.41,62.44,1.04
2026-06-21 12:35:44,281.41,35.32,63.09,0.87
2026-06-21 12:35:47,282.83,35.14,62.28,0.92
2026-06-21 12:35:51,278.66,35.66,61.38,1.09
2026-06-21 12:35:54,272.52,36.45,64.86,0.93
2026-06-21 12:35:56,292.29,34.00,57.98,1.22
2026-06-21 12:35:59,273.72,36.28,63.40,0.70
2026-06-21 12:36:02,285.41,34.79,62.00,1.17
2026-06-21 12:36:06,277.19,35.87,64.36,1.35
2026-06-21 12:36:09,293.45,33.88,59.90,0.99
2026-06-21 12:36:12,294.95,33.69,59.77,1.00
2026-06-21 12:36:15,274.37,36.20,63.28,0.83
2026-06-21 12:36:18,277.58,35.76,62.47,1.02
2026-06-21 12:36:20,285.12,34.82,62.48,1.09
2026-06-21 12:36:23,285.21,34.82,60.74,0.92
2026-06-21 12:36:26,270.55,36.69,65.33,0.96
2026-06-21 12:36:29,283.11,35.09,63.46,0.65
2026-06-21 12:36:31,271.48,36.61,64.49,0.95
2026-06-21 12:36:34,274.51,36.16,63.30,1.09
2026-06-21 12:36:36,283.14,35.10,60.57,1.04
2026-06-21 12:36:39,278.95,35.62,63.70,0.89
2026-06-21 12:36:42,281.98,35.22,62.84,1.11
2026-06-21 12:36:45,295.32,33.67,57.74,1.05
2026-06-21 12:36:47,274.57,36.15,65.71,0.69
2026-06-21 12:36:50,285.72,34.76,61.67,0.98
2026-06-21 12:36:52,271.97,36.56,64.73,0.53
2026-06-21 12:36:55,277.00,35.87,62.21,1.26
2026-06-21 12:36:58,274.90,36.12,63.80,0.80
2026-06-21 12:37:01,271.72,36.64,65.59,0.90
2026-06-21 12:37:04,288.12,34.45,60.42,1.25
2026-06-21 12:37:07,270.38,36.74,65.53,1.09
2026-06-21 12:37:10,275.74,36.00,62.23,1.03
2026-06-21 12:37:13,295.60,33.63,58.51,0.97
2026-06-21 12:37:15,296.38,33.53,57.99,1.15
2026-06-21 12:37:18,280.82,35.40,62.08,0.93
2026-06-21 12:37:21,292.21,34.01,59.01,0.88
2026-06-21 12:37:24,286.57,34.66,61.62,1.00
2026-06-21 12:37:26,282.80,35.15,61.22,1.20
2026-06-21 12:37:29,276.95,35.85,64.12,1.04
2026-06-21 12:37:32,268.92,36.93,67.43,0.91
2026-06-21 12:37:35,278.30,35.71,63.94,1.00
2026-06-21 12:37:38,272.32,36.48,63.95,0.90
2026-06-21 12:37:40,297.05,33.41,56.46,1.02
2026-06-21 12:37:43,281.49,35.32,62.20,0.90
2026-06-21 12:37:46,297.00,33.45,59.89,1.16
2026-06-21 12:37:49,283.28,35.06,61.07,1.34
2026-06-21 12:37:52,273.01,36.39,66.22,0.99
2026-06-21 12:37:54,269.25,36.88,66.73,0.64
2026-06-21 12:37:57,289.55,34.31,60.90,0.98
2026-06-21 12:38:00,282.75,35.15,63.14,1.34
2026-06-21 12:38:03,274.53,36.16,64.36,1.45
2026-06-21 12:38:06,281.92,35.26,61.86,0.88
2026-06-21 12:38:08,287.76,34.48,60.76,0.83
2026-06-21 12:38:11,294.87,33.70,57.79,1.09
2026-06-21 12:38:14,273.33,36.36,65.85,1.46
2026-06-21 12:38:16,268.56,36.93,67.72,0.78
2026-06-21 12:38:19,269.54,36.86,65.85,0.91
2026-06-21 12:38:22,287.29,34.54,61.68,1.13
2026-06-21 12:38:25,297.04,33.46,59.61,1.17
2026-06-21 12:38:27,289.31,34.31,59.34,0.85
2026-06-21 12:38:30,293.76,33.86,59.35,0.92
2026-06-21 12:38:33,285.23,34.82,61.60,0.94
2026-06-21 12:38:35,295.54,33.61,58.28,0.90
2026-06-21 12:38:38,296.17,33.55,59.65,0.57
2026-06-21 12:38:41,278.68,35.64,62.82,0.93
2026-06-21 12:38:43,277.54,35.76,63.06,0.95
2026-06-21 12:38:46,291.80,34.05,60.92,1.20
2026-06-21 12:38:50,272.37,36.52,65.54,1.15
2026-06-21 12:38:53,278.09,35.70,63.62,1.13
2026-06-21 12:38:56,287.02,34.61,60.96,1.11
2026-06-21 12:38:59,295.33,33.68,59.04,0.96
2026-06-21 12:39:02,270.92,36.68,65.84,1.22
2026-06-21 12:39:05,279.39,35.56,63.94,0.98
2026-06-21 12:39:07,280.50,35.46,62.09,1.08
2026-06-21 12:39:09,269.45,36.86,65.86,0.99
2026-06-21 12:39:12,273.79,36.29,62.94,1.23
2026-06-21 12:39:14,297.00,33.44,58.58,1.11
2026-06-21 12:39:18,279.93,35.52,62.79,0.86
2026-06-21 12:39:20,278.95,35.62,64.18,1.14
2026-06-21 12:39:22,269.84,36.83,64.30,1.00
2026-06-21 12:39:25,293.53,33.87,59.53,1.11
2026-06-21 12:39:28,292.35,33.97,60.90,0.91
2026-06-21 12:39:31,271.06,36.68,65.02,0.85
2026-06-21 12:39:34,290.10,34.23,58.70,1.30
2026-06-21 12:39:36,296.58,33.53,57.44,0.60
2026-06-21 12:39:39,290.20,34.20,57.29,1.12
2026-06-21 12:39:42,281.31,35.31,61.37,0.74
2026-06-21 12:39:45,294.15,33.81,59.01,0.60
2026-06-21 12:39:47,278.89,35.65,63.04,0.93
2026-06-21 12:39:50,275.08,36.07,64.38,0.93
2026-06-21 12:39:53,281.38,35.32,62.28,0.87
2026-06-21 12:39:55,272.60,36.45,66.06,1.01
2026-06-21 12:39:58,291.27,34.12,58.75,1.05
2026-06-21 12:40:01,286.79,34.61,60.13,1.03
2026-06-21 12:40:04,291.30,34.12,60.27,0.68
2026-06-21 12:40:09,296.01,33.56,58.57,0.80
2026-06-21 12:40:11,271.01,36.68,66.75,0.88
2026-06-21 12:40:13,291.66,34.04,59.55,0.94
2026-06-21 12:40:16,275.49,36.03,63.60,1.24
2026-06-21 12:40:18,270.71,36.71,67.96,0.92
2026-06-21 12:40:20,287.94,34.48,62.34,0.85
2026-06-21 12:40:22,292.85,33.95,59.66,1.10
2026-06-21 12:40:25,284.60,34.91,61.22,0.73
2026-06-21 12:40:27,270.14,36.76,65.74,0.89
2026-06-21 12:40:29,277.20,35.86,64.42,0.79
2026-06-21 12:40:32,276.47,35.90,63.18,1.33
2026-06-21 12:40:34,275.94,35.98,62.71,0.98
2026-06-21 12:40:36,278.07,35.73,65.39,1.01
2026-06-21 12:40:39,278.25,35.67,64.38,1.10
2026-06-21 12:40:41,292.17,34.04,59.59,0.87
2026-06-21 12:40:44,276.43,35.93,65.28,1.00
2026-06-21 12:40:46,273.47,36.32,63.89,1.03
2026-06-21 12:40:48,285.01,34.83,63.02,1.06
2026-06-21 12:40:51,272.88,36.42,64.46,0.87
2026-06-21 12:40:53,274.46,36.18,63.46,0.73
2026-06-21 12:40:55,283.61,35.00,63.36,0.92
2026-06-21 12:40:57,279.82,35.55,62.33,0.59
2026-06-21 12:41:00,281.78,35.26,63.98,0.93
2026-06-21 12:41:03,295.61,33.65,57.97,1.07
